LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ARG,CPI,TOT,AGRWTH,M,2017-12,24.7956,NA
ARG,CPI,TOT,AGRWTH,M,2018-01,25.00623,NA
ARG,CPI,TOT,AGRWTH,M,2018-02,25.43711,NA
ARG,CPI,TOT,AGRWTH,M,2018-03,25.39652,NA
ARG,CPI,TOT,AGRWTH,M,2018-04,25.49816,NA
ARG,CPI,TOT,AGRWTH,M,2018-05,26.29076,NA
ARG,CPI,TOT,AGRWTH,M,2018-06,29.4665,NA
ARG,CPI,TOT,AGRWTH,M,2018-07,31.20916,NA
ARG,CPI,TOT,AGRWTH,M,2018-08,34.42611,NA
ARG,CPI,TOT,AGRWTH,M,2018-09,40.54234,NA
ARG,CPI,TOT,AGRWTH,M,2018-10,45.90969,NA
ARG,CPI,TOT,AGRWTH,M,2018-11,48.46918,NA
ARG,CPI,TOT,AGRWTH,M,2018-12,47.64559,NA
ARG,CPI,TOT,AGRWTH,M,2019-01,49.31258,NA
ARG,CPI,TOT,AGRWTH,M,2019-02,51.27571,NA
ARG,CPI,TOT,AGRWTH,M,2019-03,54.73234,NA
ARG,CPI,TOT,AGRWTH,M,2019-04,55.79512,NA
ARG,CPI,TOT,AGRWTH,M,2019-05,57.29651,NA
ARG,CPI,TOT,AGRWTH,M,2019-06,55.7519,NA
ARG,CPI,TOT,AGRWTH,M,2019-07,54.38664,NA
ARG,CPI,TOT,AGRWTH,M,2019-08,54.48256,NA
ARG,CPI,TOT,AGRWTH,M,2019-09,53.54201,NA
ARG,CPI,TOT,AGRWTH,M,2019-10,50.48531,NA
ARG,CPI,TOT,AGRWTH,M,2019-11,52.09175,NA
ARG,CPI,TOT,AGRWTH,M,2019-12,53.8324,NA
ARG,CPI,TOT,AGRWTH,M,2020-01,52.85573,NA
ARG,CPI,TOT,AGRWTH,M,2020-02,50.27489,NA
ARG,CPI,TOT,AGRWTH,M,2020-03,48.35686,NA
ARG,CPI,TOT,AGRWTH,M,2020-04,45.56293,NA
ARG,CPI,TOT,AGRWTH,M,2020-05,43.42123,NA
